distance-to-solar-noon,temperature,wind-direction,wind-speed,sky-cover,visibility,humidity,average-wind-speed-(period),average-pressure-(period)
0.822222222,55,7,2.3,1,10,67,0,30.11
0.424347826,49,29,15.9,2,10,66,14,29.89
1.119932432,55,36,3.3,3,10,83,7,29.96
0.680826636,60,30,11.4,1,10,90,11,29.89
0.900949796,60,26,7.9,1,10,78,6,30.01
0.207641196,57,29,9.3,1,9,75,18,30.12
0.623529412,63,32,13.4,0,10,46,11,30.16
0.709677419,64,28,10.1,4,10,90,15,30.17
0.057823129,61,26,14.2,2,10,58,18,29.9
0.471380471,52,6,1.1,1,6,69,0,30.15
0.824691358,57,26,10.4,3,10,80,10,29.9
0.369590643,63,30,13,4,10,87,0,30.03
0.819727891,53,24,3.9,2,10,90,8,30.22
1.102915952,48,4,3.8,0,8,89,0,30.22
0.520965693,55,27,19.6,3,10,69,28,29.96
0.640625,59,23,3.5,0,10,61,0,30.07
0.589588378,56,17,8.5,3,10,61,6,30.06
0.265717675,63,27,13.5,1,10,65,25,29.97
0.052154195,64,27,11,1,10,55,21,29.99
1.042016807,55,14,2.5,0,8,93,6,30.21
0.737909516,56,30,8.3,1,10,100,7,30.06
1.02907916,51,28,5,1,10,89,5,30.12
0.613550816,57,28,12.1,1,10,86,0,30.23
0.852604828,78,29,6.6,3,10,72,6,29.97
0.146726862,64,26,10.1,4,10,65,8,29.98
0.057142857,52,26,13.4,1,10,59,17,30.01
1.043771044,52,6,1.1,0,10,71,0,30.24
0.159006211,74,29,6.7,3,10,70,5,29.94
0.437223043,64,28,6.4,0,10,49,0,30.26
0.588164251,60,18,11,3,10,90,9,29.99
0.751592357,56,27,17.5,2,10,83,17,30.21
0.46031746,61,29,14.4,1,10,80,20,29.95
0.82902829,62,29,14.2,1,10,83,10,29.87
0.145475372,62,30,7.2,1,10,70,8,30
0.35915493,60,27,21.5,4,4,90,21,30.09
0.056580566,62,29,14.2,1,10,65,23,29.9
1.050434783,53,27,9.4,4,8,90,8,29.97
0.132879046,59,9,9.5,3,10,48,17,30.31
0.427546628,65,28,11.1,2,10,81,8,29.99
0.059090909,62,27,8.6,3,10,56,13,29.96
0.745200698,47,20,8.7,0,10,65,6,29.97
0.313333333,61,29,9,2,10,65,17,29.86
0.399713467,52,28,6.3,2,10,67,14,30.07
0.386419753,62,29,11.5,4,9,84,7,29.87
0.167582418,66,29,7.3,1,10,70,5,30.02
0.167336011,62,29,10.1,3,9,73,7,30
0.062256809,62,29,6.4,3,10,31,3,29.97
0.709219858,48,27,6.3,0,10,79,3,30.16
0.06385696,61,27,15.8,2,10,68,23,29.86
0.064362336,59,27,16.8,1,10,51,22,30.15
0.619949495,62,30,12.1,4,10,90,5,29.99
0.506127451,55,26,14.8,1,10,74,21,29.99
0.5018226,54,27,15.2,2,10,66,14,30.16
0.351197263,59,27,10.9,4,9,83,11,29.93
0.146892655,62,26,14,4,10,75,14,29.96
0.668463612,55,27,16.1,1,10,89,3,30.15
0.063905325,58,28,15.8,2,10,54,21,29.96
1.020477816,57,12,2.8,2,8,93,0,30.19
0.880952381,64,28,9.7,3,10,81,7,29.76
0.056433409,64,26,10.1,3,10,55,16,29.98
0.576744186,60,26,13.6,4,10,90,8,29.9
0.46277205,73,30,10.4,1,10,68,18,29.82
0.830864198,62,29,11.5,3,10,87,6,29.87
0.742543171,65,15,13,4,10,84,15,30.03
0.35206422,61,31,8,4,9,83,0,29.91
0.45261669,50,28,5.9,1,10,79,0,30.05
0.765786452,60,30,11.4,0,10,83,10,29.84
0.455192034,49,29,13.2,1,10,53,14,30.07
0.393670886,71,29,9.8,4,0.25,100,5,30.06
0.375539568,52,28,12.6,4,10,80,3,30.14
0.13509061,50,28,18.7,2,10,69,18,30.11
0.588374852,63,27,13.5,4,10,90,5,29.99
0.41130092,54,27,25.1,2,10,89,17,29.96
0.684757506,53,24,12.7,4,10,83,13,30
0.66779661,63,26,16.3,2,10,81,15,29.96
0.064398542,54,27,15.2,3,10,46,21,30.18
0.373292868,64,28,4,1,10,46,14,30.08
0.516351119,54,6,7.4,0,8,67,0,30
0.157248157,52,26,18,2,10,64,20,30.17
0.146482122,52,25,13,4,10,83,13,30.03
0.401290323,56,21,9.6,3,10,83,3,30.02
0.646666667,61,29,9,4,10,80,6,29.87
0.425925926,48,14,12.3,3,10,59,17,29.94
0.166878981,74,29,12.4,1,10,74,0,29.9
1.133790738,56,28,6.9,0,10,90,0,30.19
0.828125,51,12,4,0,10,69,3,30.25
0.591179976,66,27,12,4,10,87,3,30.02
0.167948718,54,27,15.8,3,10,67,10,29.89
0.662895928,65,31,8.6,1,10,84,9,29.84
0.820367751,50,28,5.9,0,10,77,7,30.06
0.373025516,54,27,15.2,1,10,74,16,30.18
0.730864198,57,26,10.4,3,10,69,8,29.96
0.07755102,63,21,7.3,3,10,61,9,29.98
0.052132701,63,28,13,1,10,63,24,29.97
0.720534629,54,27,15.2,1,10,77,10,30.17
0.627877238,54,27,18,1,10,80,14,29.97
0.808484848,55,27,12,1,10,77,7,30.18
0.208474576,55,34,2.1,4,4,90,0,29.88
0.424347826,53,27,9.4,2,6,89,3,29.95
0.396084337,55,14,6.9,3,10,86,3,30.05
0.758229285,64,26,8,4,10,81,6,29.91
0.282424242,55,27,12,4,10,50,14,30.07
0.801925722,59,28,12.4,2,10,86,16,29.96
0.756207675,62,27,11.2,3,10,81,7,29.94
0.459367946,63,29,9.8,2,10,67,13,29.87
0.512733447,56,29,7.2,3,10,78,11,30.11
0.555936073,58,27,11.8,4,10,90,10,29.98
0.784222738,59,27,16.1,4,10,93,15,29.98
0.74912892,47,28,21.1,4,8,90,15,29.64
0.921597633,53,27,11.1,3,10,90,9,30.14
0.748691099,47,13,3.6,4,10,93,5,29.91
0.660465116,55,29,9,3,10,93,15,30.16
0.791914388,61,28,15.3,0,10,83,18,30.05
0.255656109,65,31,8.6,1,10,55,15,29.8
0.060565276,57,27,15.7,1,10,60,17,30.02
0.819178082,63,27,14.4,1,10,84,11,29.96
0.409246575,53,28,6.9,4,0.25,100,3,30.14
0.563151796,57,30,10.4,2,10,86,6,29.9
0.711388456,49,22,7.7,2,10,77,9,30.09
0.40077821,76,30,6.9,0,10,70,0,29.84
0.74556962,71,29,9.8,3,10,61,9,29.98
0.550408719,49,29,22.1,1,10,61,26,30.26
0.063380282,60,27,21.5,2,10,65,28,30.07
0.370892019,62,27,12.8,4,10,90,6,29.9
0.493955095,44,30,5.2,3,10,50,13,30.04
1.02134647,47,32,6.6,1,10,77,7,30.01
1.056506849,49,11,6.6,0,6,93,5,30.22
0.635416667,77,29,8.5,0,10,70,7,29.76
0.891534392,57,27,12.6,0,10,77,6,30.11
0.665914221,62,27,11.2,4,10,78,13,29.95
0.125567322,54,32,1.3,3,10,69,5,30.19
0.636245111,75,30,8.6,1,10,73,3,29.78
0.89747004,54,28,19.6,1,10,86,21,29.92
0.683967705,52,25,13,4,9,83,10,30.02
0.776119403,62,30,14.7,1,10,87,11,29.86
0.479240807,63,27,13.5,3,10,81,13,29.96
0.384806974,75,31,5.5,1,10,78,3,30.06
0.685950413,63,5,2,1,10,90,0,30.06
0.165551839,55,13,1.5,1,10,37,3,30.09
0.06614786,76,30,6.9,0,10,62,6,29.79
0.731481481,60,29,11.3,1,8,93,9,30.05
0.615869018,52,27,17.2,2,10,83,17,30.23
0.146002317,57,30,10.4,2,10,70,5,29.93
0.389589905,63,16,12.8,4,3,87,15,29.88
0.420382166,55,16,10.3,4,10,90,8,29.91
0.431924883,46,22,10.4,3,10,61,11,30.18
0.575406032,59,27,16.1,4,10,93,11,29.97
0.691376702,54,32,1.3,2,10,75,0,30.05
0.973478939,49,22,7.7,3,10,89,15,30.09
0.086158192,65,29,6.9,2,10,50,9,30.01
1.072463768,58,27,10.2,3,10,86,15,29.88
0.947284345,53,30,3.8,0,10,74,6,30.22
0.558486239,61,31,8,4,10,90,0,29.87
1.003215434,54,7,1.8,0,10,77,0,30.22
0.434276206,55,4,2.4,3,10,77,3,29.99
1.023931624,55,7,2.3,0,10,80,0,30.17
1.131849315,53,28,6.9,4,10,80,9,30.15
0.259259259,61,28,14.6,1,10,70,26,29.97
0.402887139,64,31,5.8,4,9,87,0,29.77
1.104651163,57,29,9.3,1,7,93,11,30.12
0.456486043,47,32,6.6,1,10,51,6,30.12
0.39245283,63,29,9.8,2,9,87,7,29.99
0.973770492,66,10,6.5,0,10,90,3,30.1
0.995305164,46,22,10.4,3,9,80,17,30.11
0.125,55,14,6.9,3,10,83,6,30.05
0.570114943,60,30,13,1,10,93,10,30
0.67281106,62,30,13.7,1,10,93,15,29.97
0.164765526,50,29,26.6,1,10,47,28,29.95
0.12369338,45,12,1.3,2,10,80,3,30.42
0.162874251,66,27,12.9,3,10,57,11,30.04
0.709265176,53,20,4.5,2,10,96,7,29.97
1.062827225,47,13,3.6,3,10,86,0,29.9
1.006329114,55,32,5.3,1,10,86,8,29.84
0.553551297,59,26,18.8,1,10,86,11,29.71
0.386223862,62,29,14.2,1,9,84,8,29.92
0.35705951,74,30,9,0,10,70,0,29.89
0.351015801,66,29,11,1,10,78,5,29.87
0.504273504,52,26,16.8,2,10,69,11,30.03
0.763727121,55,4,2.4,4,10,77,3,29.98
0.05524239,62,26,14,3,10,70,17,29.95
0.404761905,53,24,3.9,4,10,86,3,30.25
0.364896074,64,30,13.1,2,10,84,8,29.91
0.8,49,17,3.5,3,10,93,9,30.27
0.721649485,53,33,3.7,4,5,93,0,30.18
0.448033708,52,27,11.5,4,10,83,0,30.16
0.056433409,64,26,9.6,2,10,47,14,29.98
0.373934227,53,27,14.5,1,10,71,14,30.11
0.657643312,55,29,13.3,3,10,83,5,30.01
0.644562334,61,29,11.4,4,10,87,3,29.85
0.259860789,59,27,16.1,2,10,72,22,29.98
0.149765991,49,22,7.7,3,10,72,8,30.12
0.765039728,61,27,15.1,3,10,78,8,29.98
0.436300175,51,14,10.4,4,10,83,5,29.82
0.144992526,57,17,14.6,4,10,84,18,30.07
0.787061995,55,27,16.1,2,10,86,25,30.1
0.803804994,64,27,11.5,4,10,87,10,29.98
0.168350168,52,6,1.1,0,6,80,8,30.18
0.567346939,63,21,7.3,4,10,81,11,29.98
0.475294118,65,27,13.6,3,9,81,17,29.86
0.825862069,51,3,3.6,1,9,77,3,30.17
0.7,63,32,13.4,0,10,41,13,30.1
0.528277635,69,28,7.5,0,10,36,15,29.83
1.130662021,45,12,1.3,3,10,77,0,30.39
0.827826087,53,27,9.4,4,10,80,29,29.86
0.823630137,53,28,6.9,3,10,80,9,30.12
0.507853403,47,13,3.6,3,10,69,5,29.9
0.104524181,56,30,8.3,3,8,78,5,29.99
0.328275862,69,29,8.7,0,10,37,21,29.9
0.079452055,63,27,14.4,2,10,65,20,29.97
0.150537634,64,28,10.1,4,10,84,3,30.16
0.176744186,55,29,9,4,3,87,3,30.2
0.46214511,63,16,12.8,4,4,90,14,29.97
0.602469136,57,26,10.4,2,10,80,9,29.9
1.063227953,55,4,2.4,4,10,83,7,30
0.992199688,49,22,7.7,3,10,89,7,30.1
0.350456621,58,27,11.8,4,10,83,7,30
1.077441077,52,6,1.1,0,8,77,0,30.19
0.056234719,63,26,19.3,1,10,63,21,29.99
0.649045521,55,10,3.1,3,10,80,5,30.06
0.063063063,53,20,8.8,4,10,64,17,29.97
0.149821641,61,28,15.3,0,10,54,14,30.03
0.184531886,49,29,13.5,0,10,43,18,30.38
0.914749662,52,27,10.7,1,10,77,8,30.27
0.439728353,61,13,5.3,0,10,80,9,30.3
0.465986395,63,27,16,1,10,72,16,29.9
0.700471698,56,27,19,0,10,74,20,30.05
0.756207675,64,26,10.1,4,10,78,8,29.93
0.797169811,63,26,11.6,4,10,87,7,29.89
0.6,66,30,9.3,2,10,90,5,29.98
0.885630499,61,31,14.6,0,10,25,9,30.04
0.453703704,60,29,11.3,1,9,96,6,30.08
0.663276836,62,30,13.3,0,10,78,6,29.82
0.158508159,59,26,13.1,4,10,78,10,29.97
1.054006969,45,16,7.8,2,10,68,8,29.91
0.258173619,61,27,15,3,10,73,20,29.92
0.148235294,58,27,16.6,3,10,50,13,30.06
0.681073025,55,27,5.3,3,10,77,8,30.08
0.721498371,54,10,4.8,0,10,86,6,30.3
0.116045845,52,28,6.3,1,10,80,6,30.15
0.4002574,53,20,8.8,4,10,74,8,30.02
0.549071618,61,29,11.4,1,10,87,18,29.83
0.12406577,57,17,14.6,4,9,87,26,30.07
0.615769712,62,28,11.6,2,10,87,3,29.87
0.636363636,52,27,7.3,4,9,96,10,30.11
0.727115717,50,27,6.6,2,5,89,6,30.16
0.704626335,58,28,16.8,2,10,80,11,29.98
0.421122995,59,28,12.1,0,9,83,5,30
0.540575916,62,29,14.9,1,10,87,22,29.73
0.553047404,62,27,11.2,4,10,72,3,29.93
1.001574803,50,23,9,3,10,77,15,29.83
0.180481283,59,28,12.1,0,9,78,6,30
0.051428571,62,28,16.1,2,10,55,20,30.07
0.271777003,57,27,12.3,2,10,56,17,29.92
0.299472296,56,27,19.3,0,10,60,26,29.95
0.442307692,56,32,3.1,1,10,58,8,29.97
0.651006711,60,28,12.6,4,10,87,7,29.97
0.270758123,67,30,9.8,1,10,55,16,29.95
0.128027682,51,25,10.3,4,3,93,6,29.93
0.485759494,62,23,8.1,2,10,73,13,30.06
0.146341463,57,27,12.3,2,10,56,11,29.97
0.751295337,46,4,4.2,4,10,74,3,30.2
0.746732026,49,27,4.7,1,10,90,13,30.3
0.394302849,56,15,9.4,4,3,93,10,29.96
0.500818331,60,28,6,1,10,75,20,30.11
1.036206897,51,3,3.6,1,10,68,0,30.22
0.632600259,73,29,7.9,0,10,78,6,29.86
0.440068493,49,11,6.6,4,0.25,96,0,30.27
0.936857562,55,10,3.1,4,10,83,0,29.97
0.150112867,70,30,9.7,0,9,71,3,29.92
0.34870317,66,28,10.5,1,10,70,22,30.05
0.673587082,64,30,13,1,10,90,13,29.91
0.101071975,68,29,4.9,1,10,53,3,30
0.962962963,48,14,12.3,2,10,86,6,29.98
0.55819209,65,32,8.1,1,10,87,6,29.79
0.511784512,56,17,4,1,10,50,0,29.99
0.766536965,76,30,6.9,0,10,33,5,29.77
0.424615385,49,13,16.6,4,4,83,16,29.71
0.408547009,55,7,2.3,2,4,93,3,30.14
1.126956522,51,10,2.4,3,10,86,5,30.27
0.059023837,62,28,10.6,2,10,55,14,29.95
0.586592179,66,29,9.1,0,10,73,15,29.89
0.494809689,51,25,10.3,2,10,74,16,29.92
0.161716172,52,27,10,4,10,80,10,30.15
0.699401198,66,27,12.9,2,10,81,17,30.04
0.380246914,57,26,10.4,3,10,77,7,29.94
0.62170088,61,31,14.6,0,10,42,10,30
0.962722853,55,28,8.5,1,10,86,11,29.98
0.963691377,54,32,1.3,1,10,74,5,30.06
0.061357702,53,28,6,1,10,38,0,30.06
0.781355932,55,9,2.3,3,10,55,0,30.15
0.349152542,63,26,16.3,4,10,81,16,29.96
0.360413589,64,28,6.4,0,10,18,18,30.19
0.30282638,57,27,15.7,2,10,70,24,29.98
0.167346939,63,21,7.3,1,10,63,9,30
0.350282486,62,26,14,4,10,75,10,29.94
0.351747463,61,28,15.4,1,10,70,10,29.87
0.134680135,52,6,1.1,0,6,80,0,30.25
1.057591623,43,5,9.3,3,10,76,3,29.89
0.812173913,50,34,4.6,1,10,86,6,30.15
1.050933786,61,13,5.3,0,10,64,7,30.3
0.053047404,70,30,9.7,0,10,43,10,29.89
0.167803547,65,28,10.3,4,10,70,9,30.05
0.7003367,56,17,4,0,9,89,6,30.04
0.510067114,54,28,6,3,10,67,14,30.07
0.440414508,42,27,2.4,0,10,76,3,30.13
0.056497175,62,26,14,3,10,59,20,29.95
0.764172336,64,27,11,3,10,86,10,29.98
0.913103448,69,29,8.7,0,10,81,6,29.97
0.467592593,61,28,14.6,2,10,83,15,29.96
0.056737589,48,27,6.3,1,10,45,3,30.14
0.816203144,73,30,10.3,0,10,78,5,29.88
0.135179153,54,10,4.8,0,10,49,9,30.37
0.86770428,76,30,6.9,0,10,73,0,29.83
0.597104946,71,29,9.7,0,10,87,0,29.93
0.158612144,61,29,13.4,1,10,61,16,29.9
0.363218391,60,30,13,1,10,90,8,30.04
0.350340136,63,27,16,2,10,67,16,29.97
0.116928447,49,26,9.2,3,9,80,8,30.32
0.682242991,60,29,15,1,10,93,16,29.99
0.43728223,45,12,1.3,2,10,93,0,30.37
0.820950061,67,28,21.2,2,10,78,14,29.95
0.950980392,51,27,12.9,4,10,77,15,30.08
0.438518519,65,29,4.9,0,10,75,0,30.18
0.663646659,64,29,12.3,1,10,81,10,29.93
0.290978399,78,29,6.6,4,10,19,20,29.91
0.594627595,52,26,16.8,4,10,74,10,29.99
0.715361446,56,27,11.5,4,10,83,7,30.05
0.289836888,57,28,12.1,2,10,63,26,30.17
0.469248292,61,28,12.9,3,10,75,20,29.89
0.764172336,61,29,14.4,2,10,81,7,29.92
0.061059908,56,28,10.6,1,10,63,20,29.92
0.168555241,66,29,7.8,3,10,71,3,29.98
0.576512456,58,28,16.8,0,10,86,8,29.94
0.38770389,57,28,12.1,1,10,83,0,30.26
1.06445993,45,12,1.3,1,10,83,0,30.32
0.653439153,57,27,12.6,0,10,74,5,30.09
0.462328767,62,28,13.3,3,10,81,11,30
0.959124088,57,29,17.6,0,10,69,16,29.98
0.119533528,57,19,20.8,4,8,90,11,29.91
0.841051314,62,28,11.6,3,10,81,6,29.87
0.485915493,60,27,21.5,4,6,90,28,30
0.148148148,48,14,12.3,3,10,64,15,29.99
1.064236111,48,30,4.1,3,7,96,7,30.2
0.67057101,59,14,9.9,4,10,90,3,29.92
0.208053691,54,28,6,2,10,70,3,30.1
1.130662021,47,29,4.9,3,10,74,0,30.32
0.441616766,70,31,4.4,2,10,81,0,30.05
0.787682334,55,28,8.5,3,10,78,9,30.09
0.511830635,75,31,5.5,2,10,32,15,29.95
1.058419244,49,1,3.8,4,8,93,5,30.26
1.050434783,49,29,15.9,3,10,72,22,29.84
0.80762565,47,3,3.8,0,4,86,5,30.08
0.050516648,62,30,14.7,1,10,59,18,29.96
0.150898204,64,23,7.3,4,10,87,0,30.09
0.301886792,55,27,16.1,3,10,62,24,30.1
0.771428571,62,28,16.1,3,10,90,9,30.01
0.265981735,58,27,11.8,3,10,70,18,29.92
0.357894737,71,30,6.4,1,10,73,0,29.88
0.515625,50,29,4.9,3,6,78,0,30.04
0.85133418,55,27,19.6,2,10,90,13,30.17
0.676035503,53,27,11.1,2,10,74,13,30.21
0.416234888,50,27,6.6,2,4,96,6,30.13
0.295336788,56,18,9.9,3,10,60,20,29.92
0.965944272,49,21,8.1,4,8,80,10,30.02
0.781690141,60,27,21.5,1,10,80,16,30.07
0.385276074,65,30,11.1,1,10,78,0,29.93
0.176068376,56,8,6.9,0,10,41,5,30.49
0.75678733,62,26,10.5,4,10,81,8,29.94
0.492227979,46,4,4.2,4,1.5,96,5,30.18
0.662182362,57,17,14.6,4,10,90,6,30.01
0.517632242,52,27,17.2,2,10,74,29,30.22
0.676940639,58,27,11.8,4,10,83,10,29.95
0.558823529,65,31,8.6,4,10,75,5,29.82
0.568155785,70,28,10.6,1,10,86,6,30
0.5606469,59,28,12.7,1,10,80,14,29.95
0.149112426,58,28,15.8,2,10,59,16,29.98
0.470862471,59,26,13.1,4,10,81,15,29.95
1.137870855,43,29,2.3,2,10,63,5,30.27
0.256207675,63,29,9.8,1,10,57,16,29.87
0.128834356,51,15,12.6,4,8,89,9,29.56
1.113989637,42,27,2.4,3,10,74,0,30.24
0.171130952,68,29,6.4,0,10,65,6,30.08
0.129533679,42,27,2.4,2,10,71,0,30.21
0.116883117,52,27,7.3,3,10,80,3,30.18
0.400337838,55,36,3.3,3,8,83,0,30.04
0.111304348,49,29,15.9,2,10,57,15,29.92
0.155067155,52,26,16.8,3,10,64,21,29.99
0.580645161,64,28,10.1,3,10,93,3,30.1
0.706302021,61,28,15.3,1,10,77,14,29.96
1.062283737,51,25,10.3,4,1.5,96,3,30.03
0.713826367,54,7,1.8,0,10,80,5,30.21
0.153583618,64,28,17.7,1,10,53,11,29.95
0.707985697,59,27,16.8,0,10,77,17,30.08
0.075983718,60,26,7.9,0,10,49,15,30.02
0.673211781,61,30,12.3,1,10,93,8,29.91
0.256207675,70,30,9.7,0,10,34,21,29.86
0.440298507,69,29,4.1,1,10,72,0,30.06
0.784222738,59,27,13.7,4,10,90,15,29.96
0.705185185,65,29,4.9,0,10,61,3,30.16
0.064009662,60,18,11,4,10,81,20,30.08
0.531694696,73,29,7.9,0,10,53,14,29.81
1.12585034,53,24,3.9,2,8,96,0,30.22
0.460264901,54,32,2.7,4,3,96,0,30.02
0.147713951,58,29,12.9,1,10,70,14,29.96
1.139616056,47,20,8.7,3,10,80,14,30.22
0.369434416,59,23,9.8,4,4,93,13,30.1
0.583433373,61,20,8.1,3,10,96,5,30.08
0.398195876,72,29,6.8,0,10,54,0,29.9
0.459977452,61,28,15.4,1,10,67,20,29.87
0.052213394,61,27,15.1,3,10,72,18,30.03
0.489721886,73,30,10.3,2,10,78,18,29.91
0.387218045,59,30,8.3,4,1.75,96,6,30.15
0.731369151,49,6,6.4,1,10,93,3,30.16
0.130434783,49,22,6,2,10,77,5,30.2
0.413080895,54,6,7.4,4,5,80,13,30.06
0.390365449,57,29,9.3,1,10,93,7,30.14
0.55126498,60,28,11.7,3,10,80,13,29.88
0.06482593,61,20,8.1,4,10,66,13,30.04
0.654054054,62,24,9.6,4,10,72,7,29.99
0.061760841,54,27,25.1,3,10,75,32,29.96
0.113240418,46,21,8.9,3,9,77,9,29.81
0.170087977,61,31,14.6,0,10,34,20,29.98
0.256586483,70,28,10.6,0,10,34,23,29.91
0.282082324,56,17,8.5,4,7,93,13,29.91
0.151181102,50,23,9,4,10,77,10,29.91
0.782085561,59,28,12.1,2,10,83,20,29.94
0.281637717,64,28,12.3,1,10,65,21,29.9
0.529639175,72,29,6.8,0,10,65,11,29.84
0.349887133,64,26,10.1,4,10,81,8,29.96
0.125217391,51,10,2.4,3,10,86,8,30.39
0.837988827,66,29,9.1,1,10,81,5,29.92
0.06495098,55,26,14.8,1,10,52,14,30.04
0.168776371,62,28,8.4,3,10,75,5,29.98
0.350620068,63,27,23.3,1,10,75,8,29.77
0.752052545,47,32,6.6,0,10,71,8,30.2
0.064242424,55,27,12,3,10,44,15,30.15
0.515625,51,12,4,1,9,78,6,30.26
0.158878505,60,29,15,1,10,70,14,29.99
1.059336824,47,20,8.7,0,10,63,7,29.92
0.604708798,61,29,13.4,0,10,72,7,29.83
0.422252011,62,28,9.9,1,10,83,6,30.01
0.202229299,55,29,13.3,3,10,55,18,30.12
0.700842697,52,27,11.5,4,10,89,7,30.15
0.60621118,74,29,6.7,2,10,68,3,29.93
0.501639344,66,10,6.5,1,10,27,7,30.04
0.168055556,67,29,9.3,2,10,63,7,29.95
0.436708861,55,32,5.3,2,10,69,11,29.85
0.949421965,65,28,10.2,2,10,93,14,30.12
0.813913043,51,10,2.4,2,10,80,3,30.27
0.48854041,71,29,9.7,2,10,73,15,29.85
0.379061372,67,30,9.8,0,8,81,0,30.02
0.276283619,63,26,19.3,1,10,65,23,29.96
1.040201005,55,14,1.9,0,10,80,0,30.25
0.06271777,57,27,12.3,2,10,52,16,29.95
0.492753623,58,27,10.2,4,6,93,10,29.93
0.077762619,65,28,10.3,2,10,63,11,30.03
0.174045802,69,31,4.3,0,10,63,5,30.06
0.43554007,47,28,21.1,4,10,93,24,29.67
0.293742018,61,27,15.8,2,10,73,20,29.83
0.386541471,59,16,8.6,4,7,84,8,29.88
0.061200924,53,24,12.7,4,9,69,17,29.97
0.060846561,57,27,12.6,3,10,45,16,30.07
0.060849598,60,30,11.4,1,9,63,17,29.86
0.384803922,67,30,8.5,0,10,78,0,29.96
0.19858156,48,27,6.3,1,10,71,3,30.2
0.927325581,54,20,17.3,3,9,89,9,29.88
0.668820679,57,28,19.3,3,10,83,24,29.85
0.428338762,54,10,4.8,1,10,53,14,30.33
